text_clean,true_label,predicted_label,confidence,prob_negative,prob_positive
very late tea was excellent,negative,positive,0.9964812994003296,0.0035186277236789465,0.9964812994003296
wow so much delicious yummy burger,negative,positive,0.9964603781700134,0.003539649536833167,0.9964603781700134
alhamdulillah it was tasty,negative,positive,0.9962819218635559,0.0037180394865572453,0.9962819218635559
good food as well as yummy,negative,positive,0.9961444139480591,0.0038555683568120003,0.9961444139480591
very bad food panda did not supply the food which i ordered,positive,negative,0.9960320591926575,0.9960320591926575,0.00396798737347126
overall good they add extra spice on food which can cause harm for health,negative,positive,0.9959968328475952,0.004003191366791725,0.9959968328475952
nice ami din por por ei khai best khacci,negative,positive,0.9958847165107727,0.004115296062082052,0.9958847165107727
the worst one i ordered meat box but there is no single chicken how it can be renamed as meat box,positive,negative,0.9958725571632385,0.9958725571632385,0.0041274516843259335
pasta is average must be improved and cheesecake is so yummy,negative,positive,0.9958503246307373,0.0041496544145047665,0.9958503246307373
onek bala kani onek moja,negative,positive,0.9958451390266418,0.0041548386216163635,0.9958451390266418
very bad there is no taki fish in the taki fish bowl no filling was good ajaira is putting chili makha on all the dishes jhal and jhar,positive,negative,0.99583899974823,0.99583899974823,0.004161040298640728
too much spicy made the treat worst with family get together children were unable to eat pizzas,positive,negative,0.9958213567733765,0.9958213567733765,0.004178617149591446
salty otherwise everything perfect,negative,positive,0.995816171169281,0.004183872137218714,0.995816171169281
khub valo hoycche,negative,positive,0.9955944418907166,0.004405551124364138,0.9955944418907166
tasty was so good as always but food wasnt warm at all,negative,positive,0.9954569339752197,0.004543078597635031,0.9954569339752197
i ordered naga drum sticks it tastes really good but the spice level is unbearable stomach starts paining few minutes later eating this please reduce the amount of naga,negative,positive,0.9952980875968933,0.004701911937445402,0.9952980875968933
it was very good,negative,positive,0.9951564073562622,0.004843600559979677,0.9951564073562622
ato baje tehari ami jibone khaini,positive,negative,0.9951550960540771,0.9951550960540771,0.004844970535486937
uffff xosss thanq so much ami emnitei regular customers shb somoy restaurnt e gie khai ajk first order disi online e ja ja chaisi obhabei dise alhandulillah double decker r chicken finger,positive,negative,0.9951051473617554,0.9951051473617554,0.004894832614809275
just awful boasted chicken ordered pcs but the chicken was stale and very bad,positive,negative,0.9950703382492065,0.9950703382492065,0.004929685965180397
bad pizza the crust was very thick and the toppings and the flavors were so bland and they provided sauces which were very very unsuitable sauces and there was no oregano and chili flakes very bad,positive,negative,0.9948744177818298,0.9948744177818298,0.005125625059008598
very very good always,negative,positive,0.9948707818984985,0.005129198078066111,0.9948707818984985
chotpoti fuchka ordered because last time it was so tasty however this time got disheartened quantity was good but tasted sad,negative,positive,0.9947040677070618,0.005295872688293457,0.9947040677070618
horrible service there orders are always late they behave badly with the delivery man never gonna reorder,positive,negative,0.9945397973060608,0.9945397973060608,0.005460219457745552
very poor ordered pc chicken and fires did not give fries,positive,negative,0.9944557547569275,0.9944557547569275,0.00554427457973361
especially the chicken soup was very good,negative,positive,0.9943747520446777,0.005625277757644653,0.9943747520446777
good service and responsible,negative,positive,0.9941408038139343,0.0058591291308403015,0.9941408038139343
wnfl secrives peace full delevirs thought staff my ordered pizza is like i want wow but the classic burger its not good too much onions capsicum and chicken is cooked smells bad,positive,negative,0.9937775135040283,0.9937775135040283,0.006222482770681381
supplies bad and spoiled food,positive,negative,0.9936509728431702,0.9936509728431702,0.006349063478410244
food pandai order korchi bole emon kharap poccha fried rice diben fried rice ta akdom nosto puraton manus k nosto khabar den allah er kashe jobab dite hobe,positive,negative,0.9933876991271973,0.9933876991271973,0.006612246390432119
today i have ordered for breakfast paratha booter daal and paya but they send me booter daal instead of,positive,negative,0.9931822419166565,0.9931822419166565,0.00681774877011776
the egg they give one is spoiled bad smells came from it,positive,negative,0.9930875897407532,0.9930875897407532,0.006912388373166323
vegetable egg noodles ta ekdom baje chilo na kono vegetables chilo r nah dim shudhu lobon r holud diye siddho kre koyek tukra kacha morich diche taka jole fuska best chilo sandwich ta o vlo,positive,negative,0.993039071559906,0.993039071559906,0.006960996426641941
chicken wings ta joss ar burger e aro spices add korben,negative,positive,0.9929759502410889,0.007024110294878483,0.9929759502410889
the quantity they gave was really low compared to what i had at chef s table noodle nest,positive,negative,0.9927144646644592,0.9927144646644592,0.007285573054105043
very bad i was ordering kacchi he gave up without giving meat,positive,negative,0.9927054047584534,0.9927054047584534,0.007294634357094765
found the soup all around the bag had to go through the whole soup very disappointed,positive,negative,0.9924995303153992,0.9924995303153992,0.007500521373003721
just wow i like this food,negative,positive,0.9924873113632202,0.0075126346200704575,0.9924873113632202
very bad last time chicken was so hard i expected that it was so crispy but it was totally disappointed,positive,negative,0.9924195408821106,0.9924195408821106,0.0075804684311151505
very very good,negative,positive,0.9923869371414185,0.007613060064613819,0.9923869371414185
i ordered cheese mashrum pizza cheese pizza was da best but mashrum pizza was worst their mashrum pizza is alwz da best but dn knw why today s was da worst smelling,positive,negative,0.9923082590103149,0.9923082590103149,0.007691751699894667
good it was some of testy,negative,positive,0.9921561479568481,0.007843773812055588,0.9921561479568481
it was yummy,negative,positive,0.9920700192451477,0.00792995747178793,0.9920700192451477
need more delicious,negative,positive,0.9920691251754761,0.007930934429168701,0.9920691251754761
worst pineapple juice ever i love their khichuri only,positive,negative,0.9919664859771729,0.9919664859771729,0.00803354475647211
kabab is best,negative,positive,0.9919241070747375,0.008075901307165623,0.9919241070747375
baje cilo chicken ami pele disi amrb tk e loss,positive,negative,0.9918674826622009,0.9918674826622009,0.00813252106308937
rider late that alhamdulillah food is very tasty alhamdulillah good,negative,positive,0.9918632507324219,0.00813670177012682,0.9918632507324219
in a word amazing,negative,positive,0.9916583895683289,0.008341604843735695,0.9916583895683289
very good restaurant but provided me with rice whereas i ordered noodles,negative,positive,0.9913546442985535,0.008645321242511272,0.9913546442985535
food was amazing and one fell sick after eating the food,negative,positive,0.991273820400238,0.008726204745471478,0.991273820400238
excellent for its color not for taste probably the worst sweet i ve ever eaten,negative,positive,0.9911746978759766,0.008825227618217468,0.9911746978759766
khabar dabar r dam barsee as a regular customer hisabw req roilo costing barse dekhe khabar r man ta nosto korben nh rijik r malik allah tension korben nh but klk khabar ta peye disappointed,positive,negative,0.9911608099937439,0.9911608099937439,0.008839217014610767
the food is stale only the eggs were good and after hour minutes of this stale food,positive,negative,0.9909794330596924,0.9909794330596924,0.009020568802952766
one of my favorite restaurants but they keep ignoring cooking instructions,negative,positive,0.9908084273338318,0.009191564284265041,0.9908084273338318
we didn t get our one food potato wedges what we had ordered this is so disappointing that money also cut it,positive,negative,0.9907037615776062,0.9907037615776062,0.009296189993619919
everything was good except the rice bowl,negative,positive,0.990475594997406,0.009524473920464516,0.990475594997406
chutney was disgusting neither sweete sour or spicey rather it was bitter,positive,negative,0.9904113411903381,0.9904113411903381,0.009588588960468769
very very bad i am not eating food,positive,negative,0.9903938174247742,0.9903938174247742,0.00960614811629057
i ordered the special nachos however received the classic one never expected this from food chemistry thanks,negative,positive,0.9903892874717712,0.009610782377421856,0.9903892874717712
good mutton kichuri r firni o,negative,positive,0.9903221726417542,0.009677794761955738,0.9903221726417542
hmm it was good out of,negative,positive,0.9902070164680481,0.009792989119887352,0.9902070164680481
tastes good with nice packaging but only pieces of meat in a tk tehari,negative,positive,0.9899444580078125,0.0100556043908,0.9899444580078125
i ordered a plain cake ni told them to make it pieces but very disappointed as a oldest n finest confectionery did not know how to piece the cake pls train them,positive,negative,0.9895373582839966,0.9895373582839966,0.010462680831551552
too bad no salad is served,positive,negative,0.9894822835922241,0.9894822835922241,0.010517715476453304
quality of food was awesome the dumpling was well cooked,negative,positive,0.9894110560417175,0.01058888528496027,0.9894110560417175
wrong dispatch i ordered burger the wral comes,positive,negative,0.9893985986709595,0.9893985986709595,0.010601463727653027
mangsher pieces gula khubi baje dey,positive,negative,0.9892377853393555,0.9892377853393555,0.01076221652328968
parata and chicken are sent together with salad as a result everything is wet and doughy besides malay chicken which remains dry is also quality less this food i had in gulashan from them which was really amazing,negative,positive,0.9891868233680725,0.010813172906637192,0.9891868233680725
the meal was fine and delicious but the rider dropped the box prolly and the pizza was all shuffled up and got messy inside all slices were on top of each other and the ingredients were outside the slices,negative,positive,0.9891106486320496,0.010889370925724506,0.9891106486320496
alhamdulillah the food is quite good but try to make it better thank you,negative,positive,0.9888533353805542,0.01114660780876875,0.9888533353805542
very bad that was too late,positive,negative,0.9886250495910645,0.9886250495910645,0.011374999769032001
happy biart hday,negative,positive,0.9885397553443909,0.011460257694125175,0.9885397553443909
chul paisi khabar a,positive,negative,0.9882904291152954,0.9882904291152954,0.011709540151059628
ordered spicy zinger but i was shocked kfc always gave cabbages in the burger but in gazipur kfc i got lettuce disappointed,positive,negative,0.9880434274673462,0.9880434274673462,0.011956658214330673
temon moja lagenaijemon asha korclm,negative,positive,0.9879427552223206,0.012057226151227951,0.9879427552223206
chicken khichuri te chicken er piece e silona just ektu mangsher ongsho silo very disappointing,positive,negative,0.987940788269043,0.987940788269043,0.012059272266924381
biriyani ta valoi cilo price beshi hoyece jetuku biriyani cilo pic a salad diyecilo parcel a salad deyni atai biriyani test ta valo r aktu poriman beshi biriyani dile valo hoto,negative,positive,0.9878693222999573,0.01213066652417183,0.9878693222999573
nosto provided food,positive,negative,0.9877712726593018,0.9877712726593018,0.012228786945343018
they sent wrong item,positive,negative,0.9875397682189941,0.9875397682189941,0.012460297904908657
naan bread is disgusting,positive,negative,0.9871823787689209,0.9871823787689209,0.012817641720175743
sharma ta akdom baje chilo porata dia kau sharmabanaii fast experience in my life,positive,negative,0.9869962930679321,0.9869962930679321,0.013003628700971603
it was good the amount of chicken mushroom prawns in the soup would have been perfect,negative,positive,0.9865239858627319,0.013476019725203514,0.9865239858627319
ajke maybe for the first time amake chili sauce ta diyeche ager order gulay akbaro chili sauce day ni,positive,negative,0.9865238666534424,0.9865238666534424,0.013476145453751087
absolutely junk food world,negative,positive,0.9863704442977905,0.013629524037241936,0.9863704442977905
the polythene in which the food is served is very bad and the food has come out of the packet hopefully this will not happen again,positive,negative,0.986368715763092,0.986368715763092,0.013631287962198257
today i bought mighty chicken platter they didn t give me brownies which is included in platter it is very unfortunate if they don t supply which they showed in menu,positive,negative,0.9862762689590454,0.9862762689590454,0.013723725453019142
shwarma was too good,negative,positive,0.985954225063324,0.01404575165361166,0.985954225063324
faltu delivery boy,positive,negative,0.9859474897384644,0.9859474897384644,0.014052456244826317
meal was excellent but rider should bring some changes along,negative,positive,0.9859461188316345,0.014053923077881336,0.9859461188316345
it s terrible,positive,negative,0.9859454035758972,0.9859454035758972,0.014054563827812672
the grill was good,negative,positive,0.9857962131500244,0.014203784987330437,0.9857962131500244
egg polao is too good,negative,positive,0.9857930541038513,0.014206916093826294,0.9857930541038513
it s yummy,negative,positive,0.9855453372001648,0.014454621821641922,0.9855453372001648
today s thai soup chicken fry and chicken lollypop was very good and fresh but their previous order chicken grill was sp bad smelt very bad it was rotten and cold waste it was,positive,negative,0.9854778051376343,0.9854778051376343,0.014522148296236992
wrong food item delivered,positive,negative,0.9850637912750244,0.9850637912750244,0.0149362338706851
grilled chicken tastes awful,positive,negative,0.9848337173461914,0.9848337173461914,0.0151662677526474
the oder was best but it was so large,negative,positive,0.9845421314239502,0.015457919798791409,0.9845421314239502
the beef biryani was absolutely rubbish,positive,negative,0.9841687679290771,0.9841687679290771,0.01583120785653591
meat box was full of soggy french fries worst ever,positive,negative,0.9839138984680176,0.9839138984680176,0.016086116433143616
the waffle was good it was crispy but the donut is very bad eating donuts felt like a waste of money will never buy donuts again the donut does not match the picture and not so much fun to eat the smell of the cream,positive,negative,0.9837052822113037,0.9837052822113037,0.016294732689857483
tehari haar diye vorti valo mangsho nai,positive,negative,0.9834454655647278,0.9834454655647278,0.016554532572627068
it was too much bad food i never eat,positive,negative,0.9834416508674622,0.9834416508674622,0.01655835472047329
received ahead of time thanks,negative,positive,0.9834215044975281,0.016578469425439835,0.9834215044975281
i have ordered crispy chicken rice bowl but they sent me barbeque rice bowl they should serve perfect order which customer ordered pls take care in this regard thank you,negative,positive,0.9833632707595825,0.01663667894899845,0.9833632707595825
thanks for the rotting food,negative,positive,0.9831978678703308,0.016802115365862846,0.9831978678703308
i ordered nachos it was good i would say a little more salad would add more taste too much sauce and mayo also the delivery man was very polite overall i would rate for food the delivery m,negative,positive,0.9831470847129822,0.016852915287017822,0.9831470847129822
of course it was pretty good,negative,positive,0.9829357862472534,0.017064228653907776,0.9829357862472534
why was the cookies and cream so bad dont ever order it order the nutella one,positive,negative,0.9828431010246277,0.9828431010246277,0.017156915739178658
very slow delivery waited almost hrs,positive,negative,0.9828018546104431,0.9828018546104431,0.017198150977492332
plain polao nichilam vai etto polao ke khay price komiye rice tao kom dilei paren half polao noshto hoise,positive,negative,0.9825189113616943,0.9825189113616943,0.017481064423918724
provided another item half broken samosa instead of singara for an item,positive,negative,0.9824478030204773,0.9824478030204773,0.01755218766629696
usually they are best among their competitors at this price range today they provided fried pieces in one of the platter whereas all the ordered platters were same steamed platter,negative,positive,0.9822871088981628,0.0177129115909338,0.9822871088981628
pizza is too salty and pizza crust is too thin,positive,negative,0.9822421073913574,0.9822421073913574,0.017757875844836235
bot vuna is good,negative,positive,0.9821350574493408,0.017864910885691643,0.9821350574493408
today it was so so but last time it was excellent for that reason i ordered here today,negative,positive,0.9821332097053528,0.017866751179099083,0.9821332097053528
i ordered a pizza how do i get it or contact them,positive,negative,0.9820333123207092,0.9820333123207092,0.01796668767929077
ordered different flavors there was no labeling on the foods so packaging is very bad i must say put label about flavor,positive,negative,0.9820057153701782,0.9820057153701782,0.01799427531659603
the delivery was delayed by an hour very disappointing,positive,negative,0.981902003288269,0.981902003288269,0.0180980172008276
ta shingara shomosa order disi shad thik silo but salad deynai sos ekdom kom dise ta khaitei shesh,positive,negative,0.980949342250824,0.980949342250824,0.01905064843595028
hot and sour ramen was just way too spicy they should really work on reducing spice level otherwise it can cause serious health effects id never order this again,negative,positive,0.980258584022522,0.019741427153348923,0.980258584022522
i ordered bbq sub sandwich but they gave wrong food,positive,negative,0.9802522659301758,0.9802522659301758,0.019747700542211533
it was quite good best of all very fast delivery but there was no lemon in the salad,negative,positive,0.9802044034004211,0.01979561150074005,0.9802044034004211
although good to eat the outer wrapper of the mums is very thin there was absolutely nothing from below the pus was coming out,positive,negative,0.9798516631126404,0.9798516631126404,0.0201483853161335
am confused because the size of half kacchi and three quarter tehari was same because i ordered both today and i feel that that tehari was not three quarter however the food was very good,positive,negative,0.9797098636627197,0.9797098636627197,0.020290102809667587
it was cold the delivery man was very late very disappointing,positive,negative,0.979436457157135,0.979436457157135,0.0205635204911232
ordered nan they gave,positive,negative,0.9794313311576843,0.9794313311576843,0.020568620413541794
food is generally very good but it was overly salted today,negative,positive,0.979236364364624,0.020763641223311424,0.979236364364624
the pieces of mutton were small and almost bones,positive,negative,0.9788879752159119,0.9788879752159119,0.02111203595995903
i ordered the fudge cake today and it s so cute,positive,negative,0.9788733720779419,0.9788733720779419,0.021126605570316315
expensive they don t listen to requests don t bother adding notes usually give a lot of fat always give cash on delivery as if you get food then if you see fat send food,positive,negative,0.9785771369934082,0.9785771369934082,0.02142282761633396
ordered chicken pcs they gave one pcs much smaller in size,positive,negative,0.9784485101699829,0.9784485101699829,0.021551521494984627
ordered chicken chap they give me masala although it is good with luchi,negative,positive,0.9784406423568726,0.021559307351708412,0.9784406423568726
why nowadays you delay every single order the taste of the faluda isn t like before i am really really disappointed guys this is not that al kaderia we used to order every weekend,positive,negative,0.9781684279441833,0.9781684279441833,0.021831609308719635
it was absolute disappointment to receive such a poor service there were no spoons and forks included,positive,negative,0.9781681895256042,0.9781681895256042,0.021831827238202095
the food was the worst,positive,negative,0.9779937267303467,0.9779937267303467,0.022006239742040634
tried their cake on my shake for the first time beshi patla and cake pura blend icca kore kore nai naki hoy nai i don t know liquid jinish r moddhe manush cake uthay uthay khay kmne,positive,negative,0.977828860282898,0.977828860282898,0.02217119373381138
service is really too poor the cake was broken when delivered,positive,negative,0.9776820540428162,0.9776820540428162,0.022317882627248764
ordered without ice the order that was delivered had less ice which melted while being delivered,positive,negative,0.9776548147201538,0.9776548147201538,0.02234518714249134
i ordered the rib piece but they gave me thigh piece,positive,negative,0.9772521257400513,0.9772521257400513,0.022747915238142014
no idea i ordered with extra ice cream but when arrived at my apartment i didnt get the ice cream should i give star i am not that kind of person hope there will be improvement,positive,negative,0.9771317839622498,0.9771317839622498,0.022868245840072632
food was tasty but packaging must be improved,negative,positive,0.9768826961517334,0.023117341101169586,0.9768826961517334
taste was very bland,positive,negative,0.9768097996711731,0.9768097996711731,0.02319021336734295
kotom barir oros biriyani best oita theke apnara inspire hote paren,negative,positive,0.9767938852310181,0.02320612221956253,0.9767938852310181
ami amr food ta pai ni but amr taka nise eta ekdom thik hoi ni amr tk ferot chai,positive,negative,0.9765805006027222,0.9765805006027222,0.023419488221406937
bro apnara tanduri roti re plain roti leikhen na apnader khabarer maan onek bhalo azke tanduri roti mathay rekhei plain roti order korsi gotodin plain roti order diye tanduri roti paway kharap lagsilo,positive,negative,0.9765762090682983,0.9765762090682983,0.023423802107572556
chicken er smells khub maje chilo bt baki shob thik ase taste thik ase,negative,positive,0.9765514135360718,0.023448605090379715,0.9765514135360718
ordered my food at pm and they delivered it at pm disappointing,positive,negative,0.9764916300773621,0.9764916300773621,0.023508310317993164
fries are really bad,positive,negative,0.9763837456703186,0.9763837456703186,0.023616239428520203
brother why are you dropping everyone s test everyone is starting to fake to maximize profits disappointing,positive,negative,0.9761555194854736,0.9761555194854736,0.02384445257484913
fan of dine in but takeout is,negative,positive,0.9761545062065125,0.02384554035961628,0.9761545062065125
chicken noodles er moddhe chicken nai cabbage diye vora kos kos kore,positive,negative,0.9761469960212708,0.9761469960212708,0.023853035643696785
the food was very bad i could not imagine that your hospitality would be so bad,positive,negative,0.9760480523109436,0.9760480523109436,0.023951970040798187
too much oil in beed rezala and chicken roast not good at all,positive,negative,0.9760246872901917,0.9760246872901917,0.02397538162767887
the food was not good at all what i see in the pictures,positive,negative,0.9759080410003662,0.9759080410003662,0.024091942235827446
the pizza tasted somewhat bland the crust was not tasty enough something felt missing,positive,negative,0.9758460521697998,0.9758460521697998,0.024153972044587135
quantity and quality isnot good as expected,negative,positive,0.9758006930351257,0.02419932559132576,0.9758006930351257
juicy burger murgir breast kacha silo and mosla gula akdom rannai hoini,negative,positive,0.9757258892059326,0.024274123832583427,0.9757258892059326
check what you have given before delivering the order in the future,positive,negative,0.9757248163223267,0.9757248163223267,0.024275122210383415
very nice taste of classic margarita and bbq pizza but absolutely not recommended for children and people with less spice tolerance literally it was full of chilli flakes wth,negative,positive,0.9755373001098633,0.0244627483189106,0.9755373001098633
pastry was old and dry doesn t taste good at all expired date of butterbun was disappointing taste is not so good quality should be improved,positive,negative,0.9754330515861511,0.9754330515861511,0.024566924199461937
food was great but delivery time is too much late,negative,positive,0.9754324555397034,0.024567577987909317,0.9754324555397034
good taste but need improvement in quality of meat and portion size,negative,positive,0.9753615856170654,0.024638401344418526,0.9753615856170654
chicken kichuri medium good,negative,positive,0.9753208756446838,0.024679096415638924,0.9753208756446838
good butt quantity could have been given a little more i did not get mayonnaise sauce i did not get salad,negative,positive,0.9752821922302246,0.02471775934100151,0.9752821922302246
good oiled meat pitch in pinai kacchi i only got a bone,negative,positive,0.9749358296394348,0.025064172223210335,0.9749358296394348
taste was good as it was delivered hot bt quantity is less and price is much higher,negative,positive,0.9747997522354126,0.025200314819812775,0.9747997522354126
sweetness seemed less the tao khub flavor was mild this time experience was worse than other times,positive,negative,0.9746102690696716,0.9746102690696716,0.025389770045876503
very bad food,positive,negative,0.9743150472640991,0.9743150472640991,0.0256849005818367
kachi id avrg the beef was too good,negative,positive,0.9742962718009949,0.025703776627779007,0.9742962718009949
food was really good but it takes hours to deliver,negative,positive,0.9742847084999084,0.02571525238454342,0.9742847084999084
poor packaging of chilli chicken the packet was damaged i don t know how they gave a liquid food without any poly just in a box,positive,negative,0.9742406010627747,0.9742406010627747,0.02575945109128952
alu missing in mutton alu gost,positive,negative,0.9735547304153442,0.9735547304153442,0.026445237919688225
salty otherwise sounds good,negative,positive,0.9731480479240417,0.026851946488022804,0.9731480479240417
the wings be tasting kinda cheap ngl cold too did you like give me stale ones or sum,positive,negative,0.9729150533676147,0.9729150533676147,0.027084873989224434
ai akta resturent jader vorta gulo akdom authentic tara akdom ilish taki chingri mas deya vorta banai ata amr kasa vlo lagsa mohammadpur a amon vorta r kothao pai nai ami vlo lagsa,positive,negative,0.9725908637046814,0.9725908637046814,0.02740907110273838
i had mac and cheese pizza from there gulshan branch and it was quite tasty but here in shyamoli branch it s the opposite,negative,positive,0.972532331943512,0.027467675507068634,0.972532331943512
good but beef option is even better,negative,positive,0.9724969267845154,0.02750309556722641,0.9724969267845154
but the taste always satisfies,negative,positive,0.972434937953949,0.027564993128180504,0.972434937953949
order was extremely delayed extremely disappointing,positive,negative,0.9723580479621887,0.9723580479621887,0.027641961351037025
few months ago tader lassi ato baje hoyechilo bole ami order korini maybe months but seems like ekhon onek improve hoyeche finally abar daily order korte parbo,positive,negative,0.9722095727920532,0.9722095727920532,0.02779046818614006
the vanilla cake was the test thank you,negative,positive,0.972190260887146,0.027809765189886093,0.972190260887146
they delivered one item wrong,positive,negative,0.9719378352165222,0.9719378352165222,0.0280621200799942
taste and quantity can be improved decent,negative,positive,0.9719181656837463,0.028081852942705154,0.9719181656837463
the fresh fries are stale most of the time,positive,negative,0.9718177318572998,0.9718177318572998,0.028182297945022583
thai soup quantity ato kom aituku batir ordhek voreni tobe taste was good and all instructions were followed,negative,positive,0.9715416431427002,0.028458362445235252,0.9715416431427002
the food was very tasty but the amount of oil was very high,negative,positive,0.9715262055397034,0.028473852202296257,0.9715262055397034
have ordered pieces of bucket and they provide me same pieces they should have sent me atleast different kind,positive,negative,0.9714385867118835,0.9714385867118835,0.02856145054101944
the rice chicken vegetable was fine and tastes good but the chicken fries were too small,negative,positive,0.9713757038116455,0.02862434834241867,0.9713757038116455
all mutton pc were bones and one packet rice was also given less,positive,negative,0.9713656902313232,0.9713656902313232,0.028634313493967056
jar cake e cake kom cream besi diye lok thokano ta sarun cake toh khasse na jno cream khasee r excess chini je food blogger chamcha gulo bole ttreat r cake best thappor mara uchit,positive,negative,0.9713167548179626,0.9713167548179626,0.028683293610811234
chepa onion ta onk moja cilo mukhe lege thakar moto sad,negative,positive,0.971210777759552,0.02878914214670658,0.971210777759552
smokey chicken sandwich should be more cheesy they should add more chicken on it but overall it was good,negative,positive,0.9708903431892395,0.02910962887108326,0.9708903431892395
the amount of filling and chicken is decreasing day by day they never put lettuces like the pictures,positive,negative,0.9708898663520813,0.9708898663520813,0.0291101336479187
i am tomorrow tomorrow pm food wader confirmed and money and given but why i still not received my food your cheater,positive,negative,0.9707740545272827,0.9707740545272827,0.029225924983620644
beef pieces were very small bone with tiny beef pieces very less amount,positive,negative,0.9705348014831543,0.9705348014831543,0.02946513704955578
the quality of the food is very good if you order one you will get another,negative,positive,0.9704449772834778,0.029554974287748337,0.9704449772834778
noodles was great but the pasta was not that good,negative,positive,0.970316469669342,0.02968355268239975,0.970316469669342
alu vagi aroo chikun kuchi kuchi hobey and poriman a aroo ektu besi diben,negative,positive,0.9701536297798157,0.029846396297216415,0.9701536297798157
ager motto taste nai potatoes wage furai faltu,positive,negative,0.9701244831085205,0.9701244831085205,0.029875585809350014
my ordered sauce was missing but paid it fully,positive,negative,0.9699438810348511,0.9699438810348511,0.030056096613407135
i found only pieces of mutton in the mutton jhal,positive,negative,0.9697684645652771,0.9697684645652771,0.030231565237045288
foods were not tasty as expected it should be improved more n more taste was monotonous another complain i ahve that they serve rui instead of boal as ordered so disappointing,positive,negative,0.9697385430335999,0.9697385430335999,0.030261432752013206
nothing special packaging is excellent one of the waffles had a weird smell not ordering again,negative,positive,0.9696412682533264,0.03035878762602806,0.9696412682533264
the packaging is very bad everything is spoiled by the broth,positive,negative,0.9696303009986877,0.9696303009986877,0.030369682237505913
this and the nazirabazar branch does somewhat justice to the dishes in terms of taste and portion rest of the branches are either fake or terribly managed,positive,negative,0.9695632457733154,0.9695632457733154,0.030436689034104347
ordered lihams but received very nice,negative,positive,0.9694449305534363,0.030555086210370064,0.9694449305534363
